hour_of_day,season,day_of_week,"Comptador Campus Diagonal Sud 1 [kWh] [Sud 1 (ETSAB, EPSEB i FME)]",CS A,CS B,CS C,Electricitat Total,festiu
14,Summer,Wednesday,400.375,101.400375,71.057125,48.937125,221.394625,0.0
14,Summer,Thursday,349.1111111111111,99.07966666666667,63.17555555555556,48.233444444444444,210.4886666666667,0.0
14,Summer,Friday,290.6666666666667,93.78766666666667,70.8608888888889,48.14866666666667,212.79722222222222,0.0
14,Vacation,Monday,44.083333333333336,38.05833333333333,5.442,15.048250000000001,58.54858333333333,1.0
14,Vacation,Tuesday,64.77777777777777,39.717999999999996,5.327444444444444,18.35033333333333,63.39577777777778,1.0
14,Vacation,Wednesday,40.8,25.3508,5.2177,17.8852,48.453700000000005,1.0
14,Vacation,Thursday,50.4,29.253300000000003,7.3003,17.8555,54.4091,1.0
14,Vacation,Friday,27.25,19.853125,3.4217500000000003,16.233999999999998,39.508875,1.0
14,Winter,Monday,398.1,143.0042,36.5191,64.05170000000001,243.575,0.0
14,Winter,Tuesday,402.1,142.23520000000002,36.7139,59.9336,238.88270000000003,0.0
14,Winter,Wednesday,392.6666666666667,154.72511111111112,31.292888888888893,58.641666666666666,244.65966666666665,0.0
14,Winter,Thursday,381.1111111111111,153.75255555555557,33.285222222222224,59.28433333333333,246.32211111111116,0.0
14,Winter,Friday,302.7,125.6481,31.2015,52.8051,209.6547,0.0
15,Autumn,Monday,431.0,106.18945454545455,60.92309090909091,69.38672727272727,236.49927272727274,0.0
15,Autumn,Tuesday,432.2307692307692,108.51707692307693,63.938153846153845,63.394999999999996,235.85023076923076,0.0
15,Autumn,Wednesday,447.0833333333333,111.28425,60.5105,74.67991666666667,246.47466666666665,0.0
15,Autumn,Thursday,452.75,108.73466666666667,62.16983333333334,71.91508333333333,242.81958333333333,0.0
15,Autumn,Friday,339.53846153846155,93.64230769230768,58.4646923076923,57.91407692307693,210.02107692307692,0.0
15,Spring,Monday,307.8,110.1715,50.7648,47.8178,208.75410000000002,0.0
15,Spring,Tuesday,295.1666666666667,107.01691666666666,52.37116666666666,44.16758333333333,203.55566666666667,0.0
15,Spring,Wednesday,291.0769230769231,113.2383846153846,51.55446153846154,51.00584615384616,215.7986923076923,0.0
15,Spring,Thursday,329.3333333333333,115.41908333333333,52.178,51.33541666666667,218.9325,0.0
15,Spring,Friday,274.1666666666667,109.13791666666667,44.56666666666666,51.32958333333334,205.03416666666666,0.0
15,Summer,Monday,287.77777777777777,69.1511111111111,46.492,43.90311111111111,159.5462222222222,0.0
15,Summer,Tuesday,341.625,91.453875,62.985,42.334625,196.7735,0.0
15,Summer,Wednesday,383.125,91.300625,60.21725,46.9445,198.46237499999998,0.0
15,Summer,Thursday,320.22222222222223,93.39255555555556,57.977777777777774,48.87133333333333,200.24166666666667,0.0
15,Summer,Friday,246.44444444444446,79.85322222222221,60.11855555555556,42.973111111111116,182.94488888888887,0.0
15,Vacation,Monday,59.166666666666664,36.24791666666666,3.6965833333333333,14.771416666666667,54.715916666666665,1.0
15,Vacation,Tuesday,71.55555555555556,37.04888888888889,4.758444444444445,17.680888888888887,59.48822222222222,1.0
15,Vacation,Wednesday,43.3,23.25,4.064,16.7389,44.0529,1.0
15,Vacation,Thursday,46.6,27.839999999999996,5.436100000000001,17.3113,50.587399999999995,1.0
15,Vacation,Friday,31.5,19.833,3.531375,15.9085,39.272875,1.0
15,Winter,Monday,441.1,137.2027,44.0084,69.8573,251.06840000000003,0.0
15,Winter,Tuesday,437.9,137.3752,46.477199999999996,63.0332,246.88559999999998,0.0
15,Winter,Wednesday,406.44444444444446,145.04855555555557,40.54377777777778,62.22022222222222,247.81255555555558,0.0
15,Winter,Thursday,414.44444444444446,144.9961111111111,42.09755555555555,62.57088888888888,249.66455555555552,0.0
