Date,Aula,Humidity,Distance,min_humidity,max_humidity,Color
2023-01-02 09:00:00,A-33,48.0,5.442307692307693,30,60,Comfort
2023-01-02 10:00:00,A-12,53.5,0.1666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-41,53.5,0.1666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-56,55.0,1.6666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-21,55.0,1.6666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-36,56.0,2.6666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-24,56.5,3.1666666666666643,30,60,Comfort
2023-01-02 10:00:00,A-33,48.0,5.333333333333336,30,60,Comfort
2023-01-02 11:00:00,A-13,53.5,0.1538461538461533,30,60,Comfort
2023-01-02 11:00:00,A-14,53.5,0.1538461538461533,30,60,Comfort
2023-01-02 11:00:00,A-54,52.0,1.6538461538461533,30,60,Comfort
2023-01-02 11:00:00,A-31,52.0,1.6538461538461533,30,60,Comfort
2023-01-02 11:00:00,A-36,56.5,2.8461538461538467,30,60,Comfort
2023-01-02 11:00:00,A-32,57.0,3.3461538461538467,30,60,Comfort
2023-01-02 11:00:00,A-33,48.0,5.653846153846153,30,60,Comfort
2023-01-02 12:00:00,A-55,54.5,0.0641025641025692,30,60,Comfort
2023-01-02 12:00:00,A-56,55.0,0.4358974358974308,30,60,Comfort
2023-01-02 12:00:00,A-36,57.0,2.435897435897431,30,60,Comfort
2023-01-02 12:00:00,A-11,57.0,2.435897435897431,30,60,Comfort
2023-01-02 12:00:00,A-12,58.5,3.935897435897431,30,60,Comfort
2023-01-02 12:00:00,A-32,59.0,4.435897435897431,30,60,Comfort
2023-01-02 12:00:00,A-33,48.0,6.564102564102569,30,60,Comfort
2023-01-02 13:00:00,A-44,54.5,0.1923076923076934,30,60,Comfort
2023-01-02 13:00:00,A-56,55.0,0.3076923076923066,30,60,Comfort
2023-01-02 13:00:00,A-32,56.5,1.8076923076923066,30,60,Comfort
2023-01-02 13:00:00,A-11,57.0,2.3076923076923066,30,60,Comfort
2023-01-02 13:00:00,A-12,58.0,3.3076923076923066,30,60,Comfort
2023-01-02 13:00:00,A-36,58.0,3.3076923076923066,30,60,Comfort
2023-01-02 13:00:00,A-33,49.0,5.692307692307693,30,60,Comfort
2023-01-02 14:00:00,A-61,54.5,0.0384615384615401,30,60,Comfort
2023-01-02 14:00:00,A-32,55.0,0.4615384615384599,30,60,Comfort
2023-01-02 14:00:00,A-52,53.0,1.53846153846154,30,60,Comfort
2023-01-02 14:00:00,A-11,57.0,2.46153846153846,30,60,Comfort
2023-01-02 14:00:00,A-12,57.5,2.96153846153846,30,60,Comfort
2023-01-02 14:00:00,A-36,58.0,3.46153846153846,30,60,Comfort
2023-01-02 14:00:00,A-33,49.0,5.53846153846154,30,60,Comfort
2023-01-02 15:00:00,A-62,54.0,0.3653846153846132,30,60,Comfort
2023-01-02 15:00:00,A-41,54.0,0.3653846153846132,30,60,Comfort
2023-01-02 15:00:00,A-22,56.0,1.6346153846153868,30,60,Comfort
2023-01-02 15:00:00,A-12,57.0,2.634615384615387,30,60,Comfort
2023-01-02 15:00:00,A-11,57.0,2.634615384615387,30,60,Comfort
2023-01-02 15:00:00,A-36,58.0,3.634615384615387,30,60,Comfort
2023-01-02 15:00:00,A-33,49.0,5.365384615384613,30,60,Comfort
2023-01-02 16:00:00,A-62,54.0,0.4423076923076934,30,60,Comfort
2023-01-02 16:00:00,A-41,54.0,0.4423076923076934,30,60,Comfort
2023-01-02 16:00:00,A-22,56.0,1.5576923076923066,30,60,Comfort
2023-01-02 16:00:00,A-12,57.0,2.5576923076923066,30,60,Comfort
2023-01-02 16:00:00,A-11,57.0,2.5576923076923066,30,60,Comfort
2023-01-02 16:00:00,A-36,58.0,3.5576923076923066,30,60,Comfort
2023-01-02 16:00:00,A-33,49.0,5.442307692307693,30,60,Comfort
2023-01-02 17:00:00,A-42,55.0,0.2115384615384599,30,60,Comfort
2023-01-02 17:00:00,A-14,55.0,0.2115384615384599,30,60,Comfort
2023-01-02 17:00:00,A-32,57.5,2.71153846153846,30,60,Comfort
2023-01-02 17:00:00,A-12,57.5,2.71153846153846,30,60,Comfort
2023-01-02 17:00:00,A-11,57.5,2.71153846153846,30,60,Comfort
2023-01-02 17:00:00,A-36,58.0,3.21153846153846,30,60,Comfort
2023-01-02 17:00:00,A-33,49.0,5.78846153846154,30,60,Comfort
2023-01-02 18:00:00,A-14,55.5,0.2115384615384599,30,60,Comfort
2023-01-02 18:00:00,A-62,55.0,0.2884615384615401,30,60,Comfort
2023-01-02 18:00:00,A-36,58.0,2.71153846153846,30,60,Comfort
2023-01-02 18:00:00,A-32,58.5,3.21153846153846,30,60,Comfort
